country,air_quality_PM10,attacked
Jordan,3.766336221806453,0
Mali,6.018367637627184,0
Myanmar,2.4310584999624245,0
United Arab Emirates,-1.4683237589762177,0
Nigeria,-0.4245147977571946,0
Oman,-3.621418178937167,0
Poland,-7.048936977609548,1
Russia,12.774937770106972,0
Senegal,2.0469342448512147,0
Slovenia,2.5385157731639247,0
South Africa,4.085589179301117,0
Sudan,-0.8470446801270499,0
Tanzania,0.2354670292396714,0
Vietnam,-0.605717108681159,0
Ukraine,-0.625211432929035,0
Iraq,-1.7600270720021474,1
Turkey,5.777730178322243,0
Iran,8.603600565916988,1
Chad,6.445105907382759,0
Iceland,5.837175559812295,0
Uzbekistan,0.2025450735378066,0
Afghanistan,-0.0064593007625718,0
Albania,-0.56790697727114,0
Andorra,-0.7477919224364842,0
Angola,6.808677588282591,0
Armenia,7.234228161428451,1
Bahrain,3.036723208900071,1
Belarus,-2.9943905871602503,0
Bosnia and Herzegovina,-3.3771786121408143,0
Botswana,2.084577182504478,0
Bulgaria,-2.1889376951779784,0
Indonesia,-9.929893295355619,1
Burundi,-4.770870435119225,1
Cape Verde,-11.752974465998742,1
Equatorial Guinea,12.825892179725528,1
Eritrea,-2.4379852370662,0
Finland,0.1769694303662538,0
France,-8.478057964456273,1
Germany,-16.846657149837796,1
Ghana,-0.3169982966661371,0
Guinea,-1.837070234684432,0
Guinea-Bissau,0.9553744970712968,0
Vatican City,-16.04498365753553,1
Hungary,4.693514497299672,0
Madagascar,0.8253148988924458,0
Zambia,-0.2338329428388065,0
